fid,id,left,top,right,bottom,codearondo,NOM_CHF,CODE_DEPT,NOM_DEPT,numcant,CODE_EPCI,NOM_EPCI,INSEE_COM,NOM_COMM,STATUT,POPULATION,CODE_DEPT_2,NOM_DEPT_2,codearondo_2,longitude,latitude
"2903","2903",688861.72591274,5410061.79565943,693861.72591274,5415061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83007",AUPS,Chef-lieu canton,2,"83",VAR,"383",688861.72591274,5410061.79565943
"2904","2904",688861.72591274,5405061.79565943,693861.72591274,5410061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83007",AUPS,Chef-lieu canton,2,"83",VAR,"383",688861.72591274,5405061.79565943
"2905","2905",688861.72591274,5400061.79565943,693861.72591274,5405061.79565943,"383",TAVERNES,"83",VAR,"8326","248300493",CA Dracénoise,"83128",SILLANS-LA-CASCADE,Commune simple,0.5,"83",VAR,"383",688861.72591274,5400061.79565943
"2906","2906",688861.72591274,5395061.79565943,693861.72591274,5400061.79565943,"383",TAVERNES,"83",VAR,"8326","248300493",CA Dracénoise,"83128",SILLANS-LA-CASCADE,Commune simple,0.5,"83",VAR,"383",688861.72591274,5395061.79565943
"2907","2907",688861.72591274,5390061.79565943,693861.72591274,5395061.79565943,"383",COTIGNAC,"83",VAR,"8309","200068104",CA de la Provence Verte,"83046",COTIGNAC,Chef-lieu canton,2.1,"83",VAR,"383",688861.72591274,5390061.79565943
"2908","2908",688861.72591274,5385061.79565943,693861.72591274,5390061.79565943,"383",COTIGNAC,"83",VAR,"8309","200068104",CA de la Provence Verte,"83032",CARCES,Commune simple,2.8,"83",VAR,"383",688861.72591274,5385061.79565943
"2909","2909",688861.72591274,5380061.79565943,693861.72591274,5385061.79565943,"383",COTIGNAC,"83",VAR,"8309","200068104",CA de la Provence Verte,"83032",CARCES,Commune simple,2.8,"83",VAR,"383",688861.72591274,5380061.79565943
"2910","2910",688861.72591274,5375061.79565943,693861.72591274,5380061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83026",CABASSE,Commune simple,1.7,"83",VAR,"383",688861.72591274,5375061.79565943
"2911","2911",688861.72591274,5370061.79565943,693861.72591274,5375061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83057",FLASSANS-SUR-ISSOLE,Commune simple,2.8,"83",VAR,"383",688861.72591274,5370061.79565943
"2912","2912",688861.72591274,5365061.79565943,693861.72591274,5370061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83018",BESSE-SUR-ISSOLE,Chef-lieu canton,2.6,"83",VAR,"383",688861.72591274,5365061.79565943
"2913","2913",688861.72591274,5360061.79565943,693861.72591274,5365061.79565943,"283",CUERS,"83",VAR,"8310","248300550",CC Coeur du Var,"83033",CARNOULES,Commune simple,3.1,"83",VAR,"283",688861.72591274,5360061.79565943
"2914","2914",688861.72591274,5355061.79565943,693861.72591274,5360061.79565943,"283",CUERS,"83",VAR,"8310","248300550",CC Coeur du Var,"83100",PUGET-VILLE,Commune simple,3.5,"83",VAR,"283",688861.72591274,5355061.79565943
"2915","2915",688861.72591274,5350061.79565943,693861.72591274,5355061.79565943,"283",CUERS,"83",VAR,"8310","200027100",CC Méditerranée Porte des Maures,"83091",PIERREFEU-DU-VAR,Commune simple,5,"83",VAR,"283",688861.72591274,5350061.79565943
"2916","2916",688861.72591274,5345061.79565943,693861.72591274,5350061.79565943,"283",CUERS,"83",VAR,"8310","200027100",CC Méditerranée Porte des Maures,"83091",PIERREFEU-DU-VAR,Commune simple,5,"83",VAR,"283",688861.72591274,5345061.79565943
"2917","2917",688861.72591274,5340061.79565943,693861.72591274,5345061.79565943,"283",LA CRAU,"83",VAR,"8336","200027100",CC Méditerranée Porte des Maures,"83071",LA LONDE-LES-MAURES,Commune simple,10,"83",VAR,"283",688861.72591274,5340061.79565943
"2918","2918",688861.72591274,5335061.79565943,693861.72591274,5340061.79565943,"283",HYERES,"83",VAR,"8397","248300543",Métropole Toulon-Provence-Méditerranée,"83069",HYERES,Chef-lieu canton,55,"83",VAR,"283",688861.72591274,5335061.79565943
"2919","2919",688861.72591274,5330061.79565943,693861.72591274,5335061.79565943,"283",HYERES,"83",VAR,"8397","248300543",Métropole Toulon-Provence-Méditerranée,"83069",HYERES,Chef-lieu canton,55,"83",VAR,"283",688861.72591274,5330061.79565943
"2927","2927",693861.72591274,5630061.79565943,698861.72591274,5635061.79565943,"105",LA GRAVE,"05",HAUTES-ALPES,"0510","240500439",CC du Briançonnais,"05063",LA GRAVE,Chef-lieu canton,0.5,"05",HAUTES-ALPES,"105",693861.72591274,5630061.79565943
"2928","2928",693861.72591274,5625061.79565943,698861.72591274,5630061.79565943,"105",LA GRAVE,"05",HAUTES-ALPES,"0510","240500439",CC du Briançonnais,"05063",LA GRAVE,Chef-lieu canton,0.5,"05",HAUTES-ALPES,"105",693861.72591274,5625061.79565943
"2934","2934",693861.72591274,5595061.79565943,698861.72591274,5600061.79565943,"205",SAINT-FIRMIN,"05",HAUTES-ALPES,"0520","200068096",CC Champsaur-Valgaudemar,"05064",LA CHAPELLE-EN-VALGAUDEMAR,Commune simple,0.1,"05",HAUTES-ALPES,"205",693861.72591274,5595061.79565943
"2935","2935",693861.72591274,5590061.79565943,698861.72591274,5595061.79565943,"205",SAINT-FIRMIN,"05",HAUTES-ALPES,"0520","200068096",CC Champsaur-Valgaudemar,"05064",LA CHAPELLE-EN-VALGAUDEMAR,Commune simple,0.1,"05",HAUTES-ALPES,"205",693861.72591274,5590061.79565943
"2936","2936",693861.72591274,5585061.79565943,698861.72591274,5590061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05032",CHAMPOLEON,Commune simple,0.1,"05",HAUTES-ALPES,"205",693861.72591274,5585061.79565943
"2937","2937",693861.72591274,5580061.79565943,698861.72591274,5585061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05032",CHAMPOLEON,Commune simple,0.1,"05",HAUTES-ALPES,"205",693861.72591274,5580061.79565943
"2938","2938",693861.72591274,5575061.79565943,698861.72591274,5580061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05145",SAINT-JEAN-SAINT-NICOLAS,Commune simple,0.9,"05",HAUTES-ALPES,"205",693861.72591274,5575061.79565943
"2939","2939",693861.72591274,5570061.79565943,698861.72591274,5575061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05145",SAINT-JEAN-SAINT-NICOLAS,Commune simple,0.9,"05",HAUTES-ALPES,"205",693861.72591274,5570061.79565943
"2940","2940",693861.72591274,5565061.79565943,698861.72591274,5570061.79565943,"205",SAINT-BONNET-EN-CHAMPSAUR,"05",HAUTES-ALPES,"0518","200068096",CC Champsaur-Valgaudemar,"05149",SAINT-LEGER-LES-MELEZES,Commune simple,0.3,"05",HAUTES-ALPES,"205",693861.72591274,5565061.79565943
"2941","2941",693861.72591274,5560061.79565943,698861.72591274,5565061.79565943,"205",SAINT-BONNET-EN-CHAMPSAUR,"05",HAUTES-ALPES,"0518","200068096",CC Champsaur-Valgaudemar,"05004",ANCELLE,Commune simple,0.8,"05",HAUTES-ALPES,"205",693861.72591274,5560061.79565943
"2942","2942",693861.72591274,5555061.79565943,698861.72591274,5560061.79565943,"205",LA BATIE-NEUVE,"05",HAUTES-ALPES,"0505","200067320",CC Serre-Ponçon Val d'Avance,"05017",LA BATIE-NEUVE,Chef-lieu canton,2,"05",HAUTES-ALPES,"205",693861.72591274,5555061.79565943
"2943","2943",693861.72591274,5550061.79565943,698861.72591274,5555061.79565943,"205",LA BATIE-NEUVE,"05",HAUTES-ALPES,"0505","200067320",CC Serre-Ponçon Val d'Avance,"05084",MONTGARDIN,Commune simple,0.4,"05",HAUTES-ALPES,"205",693861.72591274,5550061.79565943
"2944","2944",693861.72591274,5545061.79565943,698861.72591274,5550061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067320",CC Serre-Ponçon Val d'Avance,"05050",ESPINASSES,Commune simple,0.7,"05",HAUTES-ALPES,"205",693861.72591274,5545061.79565943
"2945","2945",693861.72591274,5540061.79565943,698861.72591274,5545061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067320",CC Serre-Ponçon Val d'Avance,"05127",ROUSSET,Commune simple,0.2,"05",HAUTES-ALPES,"205",693861.72591274,5540061.79565943
"2946","2946",693861.72591274,5535061.79565943,698861.72591274,5540061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067320",CC Serre-Ponçon Val d'Avance,"05121",ROCHEBRUNE,Commune simple,0.1,"05",HAUTES-ALPES,"205",693861.72591274,5535061.79565943
"2947","2947",693861.72591274,5530061.79565943,698861.72591274,5535061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067320",CC Serre-Ponçon Val d'Avance,"05022",BREZIERS,Commune simple,0.1,"05",HAUTES-ALPES,"205",693861.72591274,5530061.79565943
"2948","2948",693861.72591274,5525061.79565943,698861.72591274,5530061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067320",CC Serre-Ponçon Val d'Avance,"05022",BREZIERS,Commune simple,0.1,"05",HAUTES-ALPES,"205",693861.72591274,5525061.79565943
"2949","2949",693861.72591274,5520061.79565943,698861.72591274,5525061.79565943,"404",TURRIERS,"04",ALPES-DE-HAUTE-PROVENCE,"0428","200068765",CC du Sisteronais-Buëch,"04023",BAYONS,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"404",693861.72591274,5520061.79565943
"2950","2950",693861.72591274,5515061.79565943,698861.72591274,5520061.79565943,"404",TURRIERS,"04",ALPES-DE-HAUTE-PROVENCE,"0428","200068765",CC du Sisteronais-Buëch,"04023",BAYONS,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"404",693861.72591274,5515061.79565943
"2951","2951",693861.72591274,5510061.79565943,698861.72591274,5515061.79565943,"304",SEYNE,"04",ALPES-DE-HAUTE-PROVENCE,"0426","200067437",CA Provence-Alpes-Agglomération,"04020",BARLES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5510061.79565943
"2952","2952",693861.72591274,5505061.79565943,698861.72591274,5510061.79565943,"304",SEYNE,"04",ALPES-DE-HAUTE-PROVENCE,"0426","200067437",CA Provence-Alpes-Agglomération,"04020",BARLES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5505061.79565943
"2953","2953",693861.72591274,5500061.79565943,698861.72591274,5505061.79565943,"304",,"04",ALPES-DE-HAUTE-PROVENCE,"0408","200067437",CA Provence-Alpes-Agglomération,"04167",LA ROBINE-SUR-GALABRE,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5500061.79565943
"2954","2954",693861.72591274,5495061.79565943,698861.72591274,5500061.79565943,"304",,"04",ALPES-DE-HAUTE-PROVENCE,"0408","200067437",CA Provence-Alpes-Agglomération,"04167",LA ROBINE-SUR-GALABRE,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5495061.79565943
"2955","2955",693861.72591274,5490061.79565943,698861.72591274,5495061.79565943,"304",,"04",ALPES-DE-HAUTE-PROVENCE,"0408","200067437",CA Provence-Alpes-Agglomération,"04167",LA ROBINE-SUR-GALABRE,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5490061.79565943
"2956","2956",693861.72591274,5485061.79565943,698861.72591274,5490061.79565943,"304",DIGNE-LES-BAINS,"04",ALPES-DE-HAUTE-PROVENCE,"0497","200067437",CA Provence-Alpes-Agglomération,"04070",DIGNE-LES-BAINS,PrGfecture,17.9,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5485061.79565943
"2957","2957",693861.72591274,5480061.79565943,698861.72591274,5485061.79565943,"304",DIGNE-LES-BAINS,"04",ALPES-DE-HAUTE-PROVENCE,"0497","200067437",CA Provence-Alpes-Agglomération,"04070",DIGNE-LES-BAINS,PrGfecture,17.9,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5480061.79565943
"2958","2958",693861.72591274,5475061.79565943,698861.72591274,5480061.79565943,"304",DIGNE-LES-BAINS,"04",ALPES-DE-HAUTE-PROVENCE,"0497","200067437",CA Provence-Alpes-Agglomération,"04070",DIGNE-LES-BAINS,PrGfecture,17.9,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5475061.79565943
"2959","2959",693861.72591274,5470061.79565943,698861.72591274,5475061.79565943,"304",MEZEL,"04",ALPES-DE-HAUTE-PROVENCE,"0415","200067437",CA Provence-Alpes-Agglomération,"04054",CHATEAUREDON,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5470061.79565943
"2960","2960",693861.72591274,5465061.79565943,698861.72591274,5470061.79565943,"304",MEZEL,"04",ALPES-DE-HAUTE-PROVENCE,"0415","200067437",CA Provence-Alpes-Agglomération,"04028",BEYNES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5465061.79565943
"2961","2961",693861.72591274,5460061.79565943,698861.72591274,5465061.79565943,"304",MEZEL,"04",ALPES-DE-HAUTE-PROVENCE,"0415","200067437",CA Provence-Alpes-Agglomération,"04028",BEYNES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5460061.79565943
"2962","2962",693861.72591274,5455061.79565943,698861.72591274,5460061.79565943,"304",MEZEL,"04",ALPES-DE-HAUTE-PROVENCE,"0415","200067437",CA Provence-Alpes-Agglomération,"04084",ESTOUBLON,Commune simple,0.4,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5455061.79565943
"2963","2963",693861.72591274,5450061.79565943,698861.72591274,5455061.79565943,"304",MOUSTIERS-SAINTE-MARIE,"04",ALPES-DE-HAUTE-PROVENCE,"0417","200067437",CA Provence-Alpes-Agglomération,"04184",SAINT-JURS,Commune simple,0.2,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5450061.79565943
"2964","2964",693861.72591274,5445061.79565943,698861.72591274,5450061.79565943,"304",MOUSTIERS-SAINTE-MARIE,"04",ALPES-DE-HAUTE-PROVENCE,"0417","200067437",CA Provence-Alpes-Agglomération,"04135",MOUSTIERS-SAINTE-MARIE,Chef-lieu canton,0.7,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5445061.79565943
"2965","2965",693861.72591274,5440061.79565943,698861.72591274,5445061.79565943,"304",MOUSTIERS-SAINTE-MARIE,"04",ALPES-DE-HAUTE-PROVENCE,"0417","200067437",CA Provence-Alpes-Agglomération,"04135",MOUSTIERS-SAINTE-MARIE,Chef-lieu canton,0.7,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5440061.79565943
"2966","2966",693861.72591274,5435061.79565943,698861.72591274,5440061.79565943,"304",MOUSTIERS-SAINTE-MARIE,"04",ALPES-DE-HAUTE-PROVENCE,"0417","200067437",CA Provence-Alpes-Agglomération,"04135",MOUSTIERS-SAINTE-MARIE,Chef-lieu canton,0.7,"04",ALPES-DE-HAUTE-PROVENCE,"304",693861.72591274,5435061.79565943
"2967","2967",693861.72591274,5430061.79565943,698861.72591274,5435061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83002",AIGUINES,Commune simple,0.3,"83",VAR,"383",693861.72591274,5430061.79565943
"2968","2968",693861.72591274,5425061.79565943,698861.72591274,5430061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83002",AIGUINES,Commune simple,0.3,"83",VAR,"383",693861.72591274,5425061.79565943
"2969","2969",693861.72591274,5420061.79565943,698861.72591274,5425061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83015",BAUDUEN,Commune simple,0.3,"83",VAR,"383",693861.72591274,5420061.79565943
"2970","2970",693861.72591274,5415061.79565943,698861.72591274,5420061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83147",VERIGNON,Commune simple,0,"83",VAR,"383",693861.72591274,5415061.79565943
"2971","2971",693861.72591274,5410061.79565943,698861.72591274,5415061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83007",AUPS,Chef-lieu canton,2,"83",VAR,"383",693861.72591274,5410061.79565943
"2972","2972",693861.72591274,5405061.79565943,698861.72591274,5410061.79565943,"383",AUPS,"83",VAR,"8301","200040210",CC Lacs et Gorges du Verdon,"83007",AUPS,Chef-lieu canton,2,"83",VAR,"383",693861.72591274,5405061.79565943
"2973","2973",693861.72591274,5400061.79565943,698861.72591274,5405061.79565943,"183",SALERNES,"83",VAR,"8323","248300493",CA Dracénoise,"83121",SALERNES,Chef-lieu canton,3.7,"83",VAR,"183",693861.72591274,5400061.79565943
"2974","2974",693861.72591274,5395061.79565943,698861.72591274,5400061.79565943,"183",SALERNES,"83",VAR,"8323","248300493",CA Dracénoise,"83121",SALERNES,Chef-lieu canton,3.7,"83",VAR,"183",693861.72591274,5395061.79565943
"2975","2975",693861.72591274,5390061.79565943,698861.72591274,5395061.79565943,"383",COTIGNAC,"83",VAR,"8309","200068104",CA de la Provence Verte,"83051",ENTRECASTEAUX,Commune simple,1,"83",VAR,"383",693861.72591274,5390061.79565943
"2976","2976",693861.72591274,5385061.79565943,698861.72591274,5390061.79565943,"183",LORGUES,"83",VAR,"8316","248300550",CC Coeur du Var,"83136",LE THORONET,Commune simple,2,"83",VAR,"183",693861.72591274,5385061.79565943
"2977","2977",693861.72591274,5380061.79565943,698861.72591274,5385061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83026",CABASSE,Commune simple,1.7,"83",VAR,"383",693861.72591274,5380061.79565943
"2978","2978",693861.72591274,5375061.79565943,698861.72591274,5380061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83026",CABASSE,Commune simple,1.7,"83",VAR,"383",693861.72591274,5375061.79565943
"2979","2979",693861.72591274,5370061.79565943,698861.72591274,5375061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83057",FLASSANS-SUR-ISSOLE,Commune simple,2.8,"83",VAR,"383",693861.72591274,5370061.79565943
"2980","2980",693861.72591274,5365061.79565943,698861.72591274,5370061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83057",FLASSANS-SUR-ISSOLE,Commune simple,2.8,"83",VAR,"383",693861.72591274,5365061.79565943
"2981","2981",693861.72591274,5360061.79565943,698861.72591274,5365061.79565943,"383",BESSE-SUR-ISSOLE,"83",VAR,"8304","248300550",CC Coeur du Var,"83092",PIGNANS,Commune simple,3,"83",VAR,"383",693861.72591274,5360061.79565943
"2982","2982",693861.72591274,5355061.79565943,698861.72591274,5360061.79565943,"283",CUERS,"83",VAR,"8310","248300550",CC Coeur du Var,"83033",CARNOULES,Commune simple,3.1,"83",VAR,"283",693861.72591274,5355061.79565943
"2983","2983",693861.72591274,5350061.79565943,698861.72591274,5355061.79565943,"283",CUERS,"83",VAR,"8310","200027100",CC Méditerranée Porte des Maures,"83091",PIERREFEU-DU-VAR,Commune simple,5,"83",VAR,"283",693861.72591274,5350061.79565943
"2984","2984",693861.72591274,5345061.79565943,698861.72591274,5350061.79565943,"283",CUERS,"83",VAR,"8310","200027100",CC Méditerranée Porte des Maures,"83091",PIERREFEU-DU-VAR,Commune simple,5,"83",VAR,"283",693861.72591274,5345061.79565943
"2985","2985",693861.72591274,5340061.79565943,698861.72591274,5345061.79565943,"283",LA CRAU,"83",VAR,"8336","200027100",CC Méditerranée Porte des Maures,"83071",LA LONDE-LES-MAURES,Commune simple,10,"83",VAR,"283",693861.72591274,5340061.79565943
"2986","2986",693861.72591274,5335061.79565943,698861.72591274,5340061.79565943,"283",LA CRAU,"83",VAR,"8336","200027100",CC Méditerranée Porte des Maures,"83071",LA LONDE-LES-MAURES,Commune simple,10,"83",VAR,"283",693861.72591274,5335061.79565943
"2987","2987",693861.72591274,5330061.79565943,698861.72591274,5335061.79565943,"283",LA CRAU,"83",VAR,"8336","248300543",Métropole Toulon-Provence-Méditerranée,"83071",LA LONDE-LES-MAURES,Commune simple,10,"83",VAR,"283",693861.72591274,5330061.79565943
"2994","2994",698861.72591274,5635061.79565943,703861.72591274,5640061.79565943,"105",LA GRAVE,"05",HAUTES-ALPES,"0510","240500439",CC du Briançonnais,"05063",LA GRAVE,Chef-lieu canton,0.5,"05",HAUTES-ALPES,"105",698861.72591274,5635061.79565943
"2995","2995",698861.72591274,5630061.79565943,703861.72591274,5635061.79565943,"105",LA GRAVE,"05",HAUTES-ALPES,"0510","240500439",CC du Briançonnais,"05063",LA GRAVE,Chef-lieu canton,0.5,"05",HAUTES-ALPES,"105",698861.72591274,5630061.79565943
"2996","2996",698861.72591274,5625061.79565943,703861.72591274,5630061.79565943,"105",LA GRAVE,"05",HAUTES-ALPES,"0510","240500439",CC du Briançonnais,"05063",LA GRAVE,Chef-lieu canton,0.5,"05",HAUTES-ALPES,"105",698861.72591274,5625061.79565943
"3001","3001",698861.72591274,5600061.79565943,703861.72591274,5605061.79565943,"205",SAINT-FIRMIN,"05",HAUTES-ALPES,"0520","200068096",CC Champsaur-Valgaudemar,"05064",LA CHAPELLE-EN-VALGAUDEMAR,Commune simple,0.1,"05",HAUTES-ALPES,"205",698861.72591274,5600061.79565943
"3002","3002",698861.72591274,5595061.79565943,703861.72591274,5600061.79565943,"205",SAINT-FIRMIN,"05",HAUTES-ALPES,"0520","200068096",CC Champsaur-Valgaudemar,"05064",LA CHAPELLE-EN-VALGAUDEMAR,Commune simple,0.1,"05",HAUTES-ALPES,"205",698861.72591274,5595061.79565943
"3003","3003",698861.72591274,5590061.79565943,703861.72591274,5595061.79565943,"205",SAINT-FIRMIN,"05",HAUTES-ALPES,"0520","200068096",CC Champsaur-Valgaudemar,"05064",LA CHAPELLE-EN-VALGAUDEMAR,Commune simple,0.1,"05",HAUTES-ALPES,"205",698861.72591274,5590061.79565943
"3004","3004",698861.72591274,5585061.79565943,703861.72591274,5590061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05032",CHAMPOLEON,Commune simple,0.1,"05",HAUTES-ALPES,"205",698861.72591274,5585061.79565943
"3005","3005",698861.72591274,5580061.79565943,703861.72591274,5585061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05032",CHAMPOLEON,Commune simple,0.1,"05",HAUTES-ALPES,"205",698861.72591274,5580061.79565943
"3006","3006",698861.72591274,5575061.79565943,703861.72591274,5580061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05032",CHAMPOLEON,Commune simple,0.1,"05",HAUTES-ALPES,"205",698861.72591274,5575061.79565943
"3007","3007",698861.72591274,5570061.79565943,703861.72591274,5575061.79565943,"205",ORCIERES,"05",HAUTES-ALPES,"0514","200068096",CC Champsaur-Valgaudemar,"05096",ORCIERES,Chef-lieu canton,0.7,"05",HAUTES-ALPES,"205",698861.72591274,5570061.79565943
"3008","3008",698861.72591274,5565061.79565943,703861.72591274,5570061.79565943,"205",SAINT-BONNET-EN-CHAMPSAUR,"05",HAUTES-ALPES,"0518","200068096",CC Champsaur-Valgaudemar,"05004",ANCELLE,Commune simple,0.8,"05",HAUTES-ALPES,"205",698861.72591274,5565061.79565943
"3009","3009",698861.72591274,5560061.79565943,703861.72591274,5565061.79565943,"205",SAINT-BONNET-EN-CHAMPSAUR,"05",HAUTES-ALPES,"0518","200068096",CC Champsaur-Valgaudemar,"05004",ANCELLE,Commune simple,0.8,"05",HAUTES-ALPES,"205",698861.72591274,5560061.79565943
"3010","3010",698861.72591274,5555061.79565943,703861.72591274,5560061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067742",CC Serre-Ponçon,"05040",CHORGES,Chef-lieu canton,2.4,"05",HAUTES-ALPES,"205",698861.72591274,5555061.79565943
"3011","3011",698861.72591274,5550061.79565943,703861.72591274,5555061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067742",CC Serre-Ponçon,"05040",CHORGES,Chef-lieu canton,2.4,"05",HAUTES-ALPES,"205",698861.72591274,5550061.79565943
"3012","3012",698861.72591274,5545061.79565943,703861.72591274,5550061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067742",CC Serre-Ponçon,"05040",CHORGES,Chef-lieu canton,2.4,"05",HAUTES-ALPES,"205",698861.72591274,5545061.79565943
"3013","3013",698861.72591274,5540061.79565943,703861.72591274,5545061.79565943,"205",CHORGES,"05",HAUTES-ALPES,"0507","200067320",CC Serre-Ponçon Val d'Avance,"05127",ROUSSET,Commune simple,0.2,"05",HAUTES-ALPES,"205",698861.72591274,5540061.79565943
"3014","3014",698861.72591274,5535061.79565943,703861.72591274,5540061.79565943,"104",LE LAUZET-UBAYE,"04",ALPES-DE-HAUTE-PROVENCE,"0412","200072304",CC Vallée de l'Ubaye - Serre-Ponçon,"04033",LA BREOLE,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"104",698861.72591274,5535061.79565943
"3015","3015",698861.72591274,5530061.79565943,703861.72591274,5535061.79565943,"104",LE LAUZET-UBAYE,"04",ALPES-DE-HAUTE-PROVENCE,"0412","200072304",CC Vallée de l'Ubaye - Serre-Ponçon,"04033",LA BREOLE,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"104",698861.72591274,5530061.79565943
"3016","3016",698861.72591274,5525061.79565943,703861.72591274,5530061.79565943,"304",SEYNE,"04",ALPES-DE-HAUTE-PROVENCE,"0426","200067437",CA Provence-Alpes-Agglomération,"04203",SELONNET,Commune simple,0.4,"04",ALPES-DE-HAUTE-PROVENCE,"304",698861.72591274,5525061.79565943
"3017","3017",698861.72591274,5520061.79565943,703861.72591274,5525061.79565943,"304",SEYNE,"04",ALPES-DE-HAUTE-PROVENCE,"0426","200067437",CA Provence-Alpes-Agglomération,"04203",SELONNET,Commune simple,0.4,"04",ALPES-DE-HAUTE-PROVENCE,"304",698861.72591274,5520061.79565943
"3018","3018",698861.72591274,5515061.79565943,703861.72591274,5520061.79565943,"304",SEYNE,"04",ALPES-DE-HAUTE-PROVENCE,"0426","200067437",CA Provence-Alpes-Agglomération,"04017",AUZET,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",698861.72591274,5515061.79565943
"3019","3019",698861.72591274,5510061.79565943,703861.72591274,5515061.79565943,"304",SEYNE,"04",ALPES-DE-HAUTE-PROVENCE,"0426","200067437",CA Provence-Alpes-Agglomération,"04020",BARLES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",698861.72591274,5510061.79565943
"3020","3020",698861.72591274,5505061.79565943,703861.72591274,5510061.79565943,"304",SEYNE,"04",ALPES-DE-HAUTE-PROVENCE,"0426","200067437",CA Provence-Alpes-Agglomération,"04020",BARLES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"304",698861.72591274,5505061.79565943
