fid,AAV2020,AN,BV2012,COUVERT,DEP,DEPCOM,DOM,ECLAIRE,EPCI,DCIRIS,LAMBERT_X,LAMBERT_Y,QP,QUALI_IRIS,QUALI_QP,QUALI_QVA,QUALI_ZFU,QUALI_ZUS,QUALITE_XY,QVA,REG,SDOM,TYPEQU,UU2020,ZFU,ZUS,NB_SALLES,NB_AIREJEU,codearondo
"5868","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290201","851283.4","6325109",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F107,"00754",CSZ,CSZ,,"1","284"
"5869","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290201","851216.9","6325107",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F121,"00754",CSZ,CSZ,,"1","284"
"5870","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290201","851304.3","6325141",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F111,"00754",CSZ,CSZ,,"1","284"
"5871","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290101","850365.4","6325192",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F121,"00754",CSZ,CSZ,,"1","284"
"5872","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290103","850450","6324634",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F114,"00754",CSZ,CSZ,,"1","284"
"5873","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290302","850274.5","6325565",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"5874","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290302","850271.4","6325548",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F111,"00754",CSZ,CSZ,,"1","284"
"5875","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290103","849912","6323334",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"5876","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290103","850861.7","6323753",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F111,"00754",CSZ,CSZ,,"1","284"
"5877","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290103","850829.5","6323690",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F121,"00754",CSZ,CSZ,,"1","284"
"5878","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290103","850829.5","6323690",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F112,"00754",CSZ,CSZ,,"1","284"
"5879","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290103","850829.5","6323690",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F114,"00754",CSZ,CSZ,,"1","284"
"5880","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290103","850829.5","6323690",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"1","284"
"5881","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290103","850833.5","6323589",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"5882","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290102","849956.2","6325025",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"2","284"
"5883","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290102","849861.2","6325041",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F107,"00754",CSZ,CSZ,,"1","284"
"5884","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290102","849950.9","6324978",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F121,"00754",CSZ,CSZ,,"1","284"
"5885","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290102","849931.2","6324999",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F111,"00754",CSZ,CSZ,,"1","284"
"5886","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290102","849877.7","6325057",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"5887","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290301","849157.1","6326191",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F121,"00754",CSZ,CSZ,,"1","284"
"5888",CSZ,"2021","84007",OUI,"84","84136",F,OUI,"248400053","841360000","858961.4","6339447",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,CSZ,CSZ,CSZ,,"1","384"
"5889",CSZ,"2021","84007",NON,"84","84136",F,OUI,"248400053","841360000","858826.7","6340092",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,CSZ,CSZ,CSZ,,"1","384"
"5890",CSZ,"2021","84007",NON,"84","84136",F,OUI,"248400053","841360000","858886.2","6340237",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,CSZ,CSZ,CSZ,,"2","384"
"5891",CSZ,"2021","84007",IND,"84","84136",F,NON,"248400053","841360000","858823.2","6340167",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,CSZ,CSZ,CSZ,,"1","384"
"5892","359","2021","84137",OUI,"84","84137",F,OUI,"248400335","841370102","866381.2","6351764",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"84204",CSZ,CSZ,,"1","384"
"5893","359","2021","84137",NON,"84","84137",F,OUI,"248400335","841370102","865547.6","6351623",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"84204",CSZ,CSZ,,"1","384"
"5894","359","2021","84137",OUI,"84","84137",F,OUI,"248400335","841370101","865435.7","6351324",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"84204",CSZ,CSZ,,"1","384"
"5895","359","2021","84137",NON,"84","84137",F,NON,"248400335","841370101","865175.8","6351514",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"84204",CSZ,CSZ,,"1","384"
"5896","359","2021","84137",OUI,"84","84137",F,OUI,"248400335","841370102","866447.1","6351689",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"84204",CSZ,CSZ,,"2","384"
"5897","359","2021","84137",IND,"84","84137",F,NON,"248400335","841370102","866598.3","6351742",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"84204",CSZ,CSZ,,"1","384"
"5898","359","2021","84137",OUI,"84","84137",F,OUI,"248400335","841370102","866447.1","6351689",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"84204",CSZ,CSZ,,"1","384"
"5899","359","2021","84137",OUI,"84","84137",F,OUI,"248400335","841370101","865369.6","6351679",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"84204",CSZ,CSZ,,"2","384"
"5900","359","2021","84137",NC,"84","84137",F,NC,"248400335","841370101","864080.7","6350864",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"84204",CSZ,CSZ,,"1","384"
"5901","359","2021","84137",NON,"84","84137",F,OUI,"248400335","841370101","863272.2","6353818",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F106,"84204",CSZ,CSZ,,"3","384"
"5902","359","2021","84137",NC,"84","84137",F,NC,"248400335","841370101","865678.6","6351047",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"84204",CSZ,CSZ,,"1","384"
"5903","359","2021","84137",NC,"84","84137",F,NC,"248400335","841370101","865678.6","6351047",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"84204",CSZ,CSZ,,"1","384"
"5904","359","2021","84137",NC,"84","84137",F,NC,"248400335","841370101","865678.6","6351047",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"84204",CSZ,CSZ,,"1","384"
"5905","359","2021","84137",NC,"84","84137",F,NC,"248400335","841370101","865678.6","6351047",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"84204",CSZ,CSZ,,"1","384"
"5906","359","2021","84137",NC,"84","84137",F,NC,"248400335","841370101","865678.6","6351047",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"84204",CSZ,CSZ,,"1","384"
"5907","359","2021","84137",NC,"84","84137",F,NC,"248400335","841370101","865678.6","6351047",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"84204",CSZ,CSZ,,"1","384"
"5908","359","2021","84137",OUI,"84","84137",F,OUI,"248400335","841370101","865519.1","6351219",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"84204",CSZ,CSZ,,"1","384"
"5909","304","2021","84007",NON,"84","84139",F,NON,"248400319","841390000","870381","6315744",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F101,"00754",CSZ,CSZ,,"1","284"
"5910","304","2021","84007",NON,"84","84139",F,OUI,"248400319","841390000","869499.1","6314833",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"5911","304","2021","84007",NON,"84","84139",F,NON,"248400319","841390000","869412","6314782",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00754",CSZ,CSZ,,"1","284"
"5912","304","2021","84007",NON,"84","84139",F,NON,"248400319","841390000","870130.5","6315589",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"1","284"
"5913","304","2021","84007",NC,"84","84139",F,NC,"248400319","841390000","870855.7","6315959",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"1","284"
"5914","304","2021","84007",NC,"84","84139",F,NC,"248400319","841390000","870855.7","6315959",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"1","284"
"5915","304","2021","84007",NC,"84","84139",F,NC,"248400319","841390000","870857.9","6315969",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"1","284"
"5916","003","2021","84026",NON,"84","84140",F,NON,"200040442","841400000","894564.6","6300296",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,CSZ,CSZ,CSZ,,"1","184"
"5917","003","2021","84026",NON,"84","84140",F,NON,"200040442","841400000","894221.9","6300570",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,CSZ,CSZ,CSZ,,"1","184"
"5918","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290301","849295.7","6326095",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F111,"00754",CSZ,CSZ,,"2","284"
"5919","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290303","852902.2","6324443",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"5920","040","2021","84007",NON,"84","84129",F,NON,"248400293","841290303","852864.3","6324418",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"8","284"
"5921","040","2021","84007",NC,"84","84129",F,NC,"248400293","841290301","847571.2","6325860",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"2","284"
"5922","040","2021","84007",NC,"84","84129",F,NC,"248400293","841290301","847782.2","6326544",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"1","284"
"5923","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290102","849852.2","6324979",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F102,"00754",CSZ,CSZ,,"1","284"
"5924","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290303","851701","6323515",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"4","284"
"5925","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290303","851580.8","6323443",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"1","284"
"5926","040","2021","84007",NON,"84","84129",F,OUI,"248400293","841290303","851647.8","6323459",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F107,"00754",CSZ,CSZ,,"1","284"
"5927","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290201","850643.6","6324757",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F101,"00754",CSZ,CSZ,,"1","284"
"5928","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290101","850043.4","6325511",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"2","284"
"5929","040","2021","84007",OUI,"84","84129",F,OUI,"248400293","841290101","850027.6","6325499",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F112,"00754",CSZ,CSZ,,"1","284"
"5930","201","2021","84007",IND,"84","84131",F,OUI,"200040442","841310000","868000.1","6306583",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"00754",CSZ,CSZ,,"1","184"
"5931","201","2021","84007",NC,"84","84131",F,NC,"200040442","841310000","868357.6","6306088",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"1","184"
"5932","201","2021","84007",NON,"84","84131",F,OUI,"200040442","841310000","868824.4","6306508",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","184"
"5933","040","2021","84007",OUI,"84","84132",F,OUI,"248400319","841320102","862041.4","6315582",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"1","284"
"5934","040","2021","84007",OUI,"84","84132",F,OUI,"248400319","841320103","859767.3","6316202",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"3","284"
"5935","040","2021","84007",NON,"84","84132",F,OUI,"248400319","841320102","860456.2","6316248",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00754",CSZ,CSZ,,"1","284"
"5936","040","2021","84007",NON,"84","84132",F,NON,"248400319","841320103","859772.5","6316602",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F117,"00754",CSZ,CSZ,,"1","284"
"5937","040","2021","84007",NON,"84","84132",F,OUI,"248400319","841320103","859706.8","6316529",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"2","284"
"5938","040","2021","84007",NON,"84","84132",F,OUI,"248400319","841320103","860027.7","6317022",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"5939","003","2021","13022",OUI,"13","13022",F,OUI,"200054807","130220103","906185.6","6238731",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"13301",CSZ,CSZ,,"1","313"
"5940","003","2021","13022",OUI,"13","13022",F,OUI,"200054807","130220103","906185.6","6238731",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"13301",CSZ,CSZ,,"1","313"
"5941","003","2021","13022",NON,"13","13022",F,OUI,"200054807","130220103","906228.8","6238683",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"13301",CSZ,CSZ,,"1","313"
"5942","003","2021","13022",OUI,"13","13022",F,OUI,"200054807","130220103","906251.9","6238724",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"13301",CSZ,CSZ,,"1","313"
"5943","003","2021","13022",OUI,"13","13022",F,OUI,"200054807","130220103","906185.6","6238731",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"13301",CSZ,CSZ,,"1","313"
"5944","003","2021","13022",OUI,"13","13022",F,OUI,"200054807","130220103","906185.6","6238731",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"13301",CSZ,CSZ,,"1","313"
"5945","003","2021","13022",NON,"13","13022",F,OUI,"200054807","130220104","905880.2","6240211",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F107,"13301",CSZ,CSZ,,"3","313"
"5946","003","2021","13022",NON,"13","13022",F,OUI,"200054807","130220104","906044.7","6240002",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"13301",CSZ,CSZ,,"10","313"
"5947","003","2021","13022",NON,"13","13022",F,NON,"200054807","130220104","905864.2","6240067",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"13301",CSZ,CSZ,,"2","313"
"5948","003","2021","13022",NON,"13","13022",F,OUI,"200054807","130220101","906800","6238042",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"13301",CSZ,CSZ,,"1","313"
"5949","003","2021","13022",OUI,"13","13022",F,OUI,"200054807","130220104","906014.6","6240048",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F101,"13301",CSZ,CSZ,,"2","313"
"5950","003","2021","13022",NON,"13","13022",F,NON,"200054807","130220104","910197.7","6240944",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F106,"13301",CSZ,CSZ,,"1","313"
"5951","003","2021","13022",NON,"13","13022",F,OUI,"200054807","130220101","905981.9","6238258",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"13301",CSZ,CSZ,,"1","313"
"5952","003","2021","13022",NON,"13","13022",F,OUI,"200054807","130220101","904712.8","6237295",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"13301",CSZ,CSZ,,"5","313"
"5953","003","2021","83137",NON,"13","13023",F,NON,"200054807","130230000","913748.9","6239437",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F109,"00757",CSZ,CSZ,,"1","313"
"5954","003","2021","83137",NON,"13","13023",F,OUI,"200054807","130230000","913657.4","6239422",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"1","313"
"5955","003","2021","83137",NON,"13","13023",F,OUI,"200054807","130230000","913482.4","6238149",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00757",CSZ,CSZ,,"6","313"
"5956","003","2021","83137",OUI,"13","13023",F,OUI,"200054807","130230000","913559.4","6238094",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"2","313"
"5957","003","2021","83137",NON,"13","13023",F,NON,"200054807","130230000","913949.2","6238555",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"00757",CSZ,CSZ,,"1","313"
"5958","003","2021","83137",OUI,"13","13023",F,OUI,"200054807","130230000","914005.5","6238573",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","313"
"5959","003","2021","83137",NON,"13","13023",F,OUI,"200054807","130230000","914023.5","6238570",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","313"
"5960","003","2021","13084",NON,"13","13024",F,NON,"200054807","130240000","881071","6293409",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"13303",CSZ,CSZ,,"1","113"
"5961","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070132","844534.9","6317372",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00754",HZ,HZ,,"1","284"
"5962","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070132","844426.7","6317153",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00754",HZ,HZ,,"1","284"
"5963","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070132","844398.5","6317157",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00754",HZ,HZ,,"2","284"
"5964","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070120","847746","6316468",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F112,"00754",HZ,HZ,,"2","284"
"5965","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070120","847775.3","6316517",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00754",HZ,HZ,,"1","284"
"5966","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070120","847699.3","6316542",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00754",HZ,HZ,,"2","284"
"5967","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070102","850035","6315221",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F112,"00754",HZ,HZ,,"1","284"
"5968","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070131","844134.5","6316898",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00754",9312ZZF,HZ,,"2","284"
"5969","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070133","844937.3","6317266",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00754",HZ,HZ,,"1","284"
"5970","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070133","844937.3","6317266",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F112,"00754",HZ,HZ,,"1","284"
"5971","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070120","847671.5","6316524",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F119,"00754",HZ,HZ,,"1","284"
"5972","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070120","847797.6","6316253",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00754",9312ZZF,"9312030",,"2","284"
"5973","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070120","847925","6316197",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",9312ZZF,"9312030",,"3","284"
"5974","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070120","848095.9","6316241",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00754",9312ZZF,"9312030",,"4","284"
"5975","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070137","844417.5","6318858",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00754",HZ,HZ,,"2","284"
"5976","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070129","844979.4","6316722",QP084002,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00754",HZ,HZ,,"2","284"
"5977","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070135","846063.6","6317600",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00754",HZ,HZ,,"2","284"
"5978","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070108","846074.7","6318372",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F112,"00754",HZ,HZ,,"3","284"
"5979","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070102","848367.8","6316292",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F110,"00754",HZ,HZ,,"1","284"
"5980","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070137","844356.9","6318593",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00754",HZ,HZ,,"1","284"
"5981","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070137","844091.3","6318655",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F117,"00754",HZ,HZ,,"1","284"
"5982",CSZ,"2021","84019",OUI,"84","84028",F,OUI,"248400335","840280000","854389.6","6349611",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,CSZ,CSZ,CSZ,,"1","384"
"5983",CSZ,"2021","84019",NON,"84","84028",F,NON,"248400335","840280000","853817.7","6348521",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,CSZ,CSZ,CSZ,,"1","384"
"5984",CSZ,"2021","84019",NON,"84","84028",F,OUI,"248400335","840280000","853376.5","6349572",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,CSZ,CSZ,CSZ,,"2","384"
"5985","165","2021","84007",OUI,"84","84029",F,OUI,"248400160","840290000","850454","6342442",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"84202",CSZ,CSZ,,"1","284"
"5986","165","2021","84007",OUI,"84","84029",F,OUI,"248400160","840290000","850439.8","6342469",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"84202",CSZ,CSZ,,"1","284"
"5987","165","2021","84007",NON,"84","84029",F,OUI,"248400160","840290000","850059.3","6342421",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"84202",CSZ,CSZ,,"1","284"
"5988","165","2021","84007",NON,"84","84029",F,OUI,"248400160","840290000","850367.3","6342522",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"84202",CSZ,CSZ,,"3","284"
"5989","165","2021","84007",NON,"84","84029",F,OUI,"248400160","840290000","850230.6","6342486",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"84202",CSZ,CSZ,,"4","284"
"5990","165","2021","84007",OUI,"84","84029",F,OUI,"248400160","840290000","850155.5","6342447",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"84202",CSZ,CSZ,,"1","284"
"5991","165","2021","84007",NON,"84","84029",F,NON,"248400160","840290000","850109.9","6342380",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"84202",CSZ,CSZ,,"1","284"
"5992","148","2021","84007",NON,"84","84030",F,NON,"248400053","840300000","868750.5","6337113",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"00754",CSZ,CSZ,,"1","384"
"5993","148","2021","84007",OUI,"84","84030",F,OUI,"248400053","840300000","868683.3","6336870",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"00754",CSZ,CSZ,,"1","384"
"5994","148","2021","84007",NON,"84","84030",F,OUI,"248400053","840300000","868190.5","6336011",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"2","384"
"5995","148","2021","84007",NON,"84","84030",F,OUI,"248400053","840300000","868000.6","6336046",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00754",CSZ,CSZ,,"1","384"
"5996","148","2021","84007",NON,"84","84030",F,OUI,"248400053","840300000","868093.4","6336048",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"3","384"
"5997","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310104","863751.4","6331088",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F113,"00754",CSZ,HZ,,"2","384"
"5998","148","2021","84007",OUI,"84","84031",F,NON,"248400053","840310104","863719.7","6331011",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F111,"00754",CSZ,HZ,,"3","384"
"5999","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310101","864361","6331748",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F121,"00754",CSZ,HZ,,"1","384"
"6000","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310101","864367.9","6331819",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F107,"00754",CSZ,HZ,,"1","384"
"6001","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310101","864344.4","6331800",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F113,"00754",CSZ,HZ,,"1","384"
"6002","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310101","864336.4","6331862",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F111,"00754",CSZ,HZ,,"2","384"
"6003","304","2021","84007",NC,"84","84054",F,NC,"248400319","840540101","864755.7","6315588",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"1","284"
"6004","304","2021","84007",NON,"84","84054",F,OUI,"248400319","840540104","865269.1","6315170",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"2","284"
"6005","304","2021","84007",OUI,"84","84054",F,OUI,"248400319","840540104","865247.3","6315269",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F116,"00754",CSZ,CSZ,,"1","284"
