3072 101904
 1563 1862 2869.26
 1564 1862 3101.9
 1565 1862 3024.35
 1574 1862 2714.16
 1580 1862 2016.23
 1581 1862 1706.05
 1585 1862 1938.69
 1586 1862 1628.5
 1588 1862 2171.33
 1589 1862 1861.14
 1590 1862 1706.05
 1594 1862 2403.97
 1595 1862 2093.78
 1597 1862 2636.61
 1598 1862 2326.43
 1599 1862 2171.33
 1601 1862 2559.07
 1602 1862 2248.88
 1603 1862 2093.78
 1604 1862 2326.43
 1633 1862 1783.59
 1634 1862 2016.23
 1637 1862 1938.69
 1643 1862 1240.76
 1644 1862 930.57
 1645 1862 2403.97
 1651 1862 1706.05
 1652 1862 1395.85
 1656 1862 1628.5
 1657 1862 1318.31
 1659 1862 1861.14
 1660 1862 1550.95
 1661 1862 1395.85
 1715 1862 1085.67
 1717 1862 1008.12
 1718 1862 1240.76
 1722 1862 1473.4
 1723 1862 1706.05
 1726 1862 1628.5
 1732 1862 930.57
 1733 1862 620.38
 1798 1862 310.19
 1801 1862 775.475
 1803 1862 697.927
 1804 1862 930.57
 1537 1863 3.36
 1538 1863 2.82
 1539 1863 3
 1540 1863 2.76
 1541 1863 2.64
 1542 1863 2.82
 1545 1863 2.88
 1546 1863 2.46
 1547 1863 2.22
 1548 1863 2.1
 1549 1863 2.28
 1550 1863 2.04
 1551 1863 2.28
 1552 1863 2.46
 1553 1863 2.22
 1554 1863 2.1
 1566 1863 2.34
 1567 1863 2.52
 1568 1863 2.28
 1569 1863 2.16
 1570 1863 2.34
 1574 1863 2.28
 1575 1863 1.74
 1576 1863 1.5
 1577 1863 1.92
 1578 1863 1.68
 1579 1863 1.56
 1580 1863 1.74
 1581 1863 1.5
 1605 1863 1.98
 1606 1863 1.74
 1607 1863 1.62
 1608 1863 1.8
 1609 1863 1.56
 1610 1863 1.8
 1611 1863 1.98
 1612 1863 1.74
 1613 1863 1.62
 1632 1863 1.74
 1633 1863 1.56
 1634 1863 1.74
 1635 1863 1.2
 1636 1863 0.96
 1662 1863 1.8
 1663 1863 1.26
 1664 1863 1.02
 1665 1863 1.44
 1666 1863 1.2
 1667 1863 1.08
 1668 1863 1.26
 1669 1863 1.02
 1713 1863 1.02
 1714 1863 1.2
 1715 1863 1.02
 1734 1863 1.26
 1735 1863 1.08
 1736 1863 1.26
 1737 1863 0.72
 1738 1863 0.48
 1795 1863 0.48
 1807 1863 0.54
 1808 1863 0.72
 1809 1863 0.54
 1537 1864 11.2575
 1538 1864 9.48
 1539 1864 10.0725
 1540 1864 9.2825
 1541 1864 8.8875
 1543 1864 9.2825
 1545 1864 9.6775
 1546 1864 8.295
 1547 1864 7.505
 1548 1864 7.11
 1549 1864 7.7025
 1550 1864 6.9125
 1555 1864 7.505
 1556 1864 8.0975
 1557 1864 7.3075
 1558 1864 6.9125
 1566 1864 7.9
 1567 1864 8.4925
 1568 1864 7.7025
 1569 1864 7.3075
 1571 1864 7.7025
 1574 1864 7.7025
 1575 1864 5.925
 1576 1864 5.135
 1582 1864 6.32
 1583 1864 5.53
 1584 1864 5.135
 1585 1864 5.7275
 1586 1864 4.9375
 1605 1864 6.715
 1606 1864 5.925
 1607 1864 5.53
 1608 1864 6.1225
 1609 1864 5.3325
 1614 1864 5.925
 1615 1864 6.5175
 1616 1864 5.7275
 1617 1864 5.3325
 1632 1864 5.925
 1633 1864 5.3325
 1637 1864 5.7275
 1638 1864 3.95
 1639 1864 3.16
 1662 1864 6.1225
 1663 1864 4.345
 1664 1864 3.555
 1670 1864 4.74
 1671 1864 3.95
 1672 1864 3.555
 1673 1864 4.1475
 1674 1864 3.3575
 1713 1864 3.555
 1716 1864 3.95
 1717 1864 3.3575
 1734 1864 4.345
 1735 1864 3.7525
 1739 1864 4.1475
 1740 1864 2.37
 1741 1864 1.58
 1796 1864 1.58
 1807 1864 1.975
 1810 1864 2.37
 1811 1864 1.7775
 1537 1865 115.02
 1538 1865 95.85
 1539 1865 102.24
 1540 1865 93.72
 1542 1865 95.85
 1543 1865 93.72
 1545 1865 97.98
 1546 1865 83.07
 1547 1865 74.55
 1551 1865 76.68
 1552 1865 83.07
 1553 1865 74.55
 1555 1865 74.55
 1556 1865 80.94
 1557 1865 72.42
 1559 1865 74.55
 1566 1865 78.81
 1567 1865 85.2
 1568 1865 76.68
 1570 1865 78.81
 1571 1865 76.68
 1574 1865 76.68
 1577 1865 63.9
 1578 1865 55.38
 1582 1865 61.77
 1583 1865 53.25
 1587 1865 55.38
 1588 1865 61.77
 1589 1865 53.25
 1605 1865 66.03
 1606 1865 57.51
 1610 1865 59.64
 1611 1865 66.03
 1612 1865 57.51
 1614 1865 57.51
 1615 1865 63.9
 1616 1865 55.38
 1618 1865 57.51
 1632 1865 57.51
 1634 1865 57.51
 1637 1865 55.38
 1640 1865 42.6
 1641 1865 34.08
 1662 1865 59.64
 1665 1865 46.86
 1666 1865 38.34
 1670 1865 44.73
 1671 1865 36.21
 1675 1865 38.34
 1676 1865 44.73
 1677 1865 36.21
 1714 1865 38.34
 1716 1865 36.21
 1718 1865 36.21
 1734 1865 40.47
 1736 1865 40.47
 1739 1865 38.34
 1742 1865 25.56
 1743 1865 17.04
 1797 1865 17.04
 1808 1865 21.3
 1810 1865 19.17
 1812 1865 19.17
 1537 1866 404.13
 1539 1866 361.59
 1540 1866 333.23
 1541 1866 319.05
 1542 1866 340.32
 1543 1866 333.23
 1545 1866 347.41
 1549 1866 276.51
 1550 1866 248.15
 1552 1866 297.78
 1553 1866 269.42
 1554 1866 255.24
 1556 1866 290.69
 1557 1866 262.33
 1558 1866 248.15
 1559 1866 269.42
 1567 1866 304.87
 1568 1866 276.51
 1569 1866 262.33
 1570 1866 283.6
 1571 1866 276.51
 1574 1866 276.51
 1580 1866 212.7
 1581 1866 184.34
 1585 1866 205.61
 1586 1866 177.25
 1588 1866 226.88
 1589 1866 198.52
 1590 1866 184.34
 1608 1866 219.79
 1609 1866 191.43
 1611 1866 241.06
 1612 1866 212.7
 1613 1866 198.52
 1615 1866 233.97
 1616 1866 205.61
 1617 1866 191.43
 1618 1866 212.7
 1633 1866 191.43
 1634 1866 212.7
 1637 1866 205.61
 1643 1866 141.8
 1644 1866 113.44
 1662 1866 219.79
 1668 1866 155.98
 1669 1866 127.62
 1673 1866 148.89
 1674 1866 120.53
 1676 1866 170.16
 1677 1866 141.8
 1678 1866 127.62
 1715 1866 127.62
 1717 1866 120.53
 1718 1866 141.8
 1735 1866 134.71
 1736 1866 155.98
 1739 1866 148.89
 1745 1866 85.08
 1746 1866 56.72
 1798 1866 56.72
 1809 1866 70.9
 1811 1866 63.81
 1812 1866 85.08
 1537 1867 1.785
 1538 1867 1.47
 1539 1867 1.575
 1540 1867 1.435
 1541 1867 1.365
 1544 1867 1.645
 1545 1867 1.505
 1546 1867 1.26
 1547 1867 1.12
 1548 1867 1.05
 1549 1867 1.155
 1550 1867 1.015
 1560 1867 1.33
 1561 1867 1.435
 1562 1867 1.295
 1563 1867 1.225
 1566 1867 1.19
 1567 1867 1.295
 1568 1867 1.155
 1569 1867 1.085
 1572 1867 1.365
 1574 1867 1.155
 1575 1867 0.84
 1576 1867 0.7
 1591 1867 1.12
 1592 1867 0.98
 1593 1867 0.91
 1594 1867 1.015
 1595 1867 0.875
 1605 1867 0.98
 1606 1867 0.84
 1607 1867 0.77
 1608 1867 0.875
 1609 1867 0.735
 1619 1867 1.05
 1620 1867 1.155
 1621 1867 1.015
 1622 1867 0.945
 1632 1867 0.84
 1633 1867 0.735
 1645 1867 1.015
 1646 1867 0.7
 1647 1867 0.56
 1662 1867 0.875
 1663 1867 0.56
 1664 1867 0.42
 1679 1867 0.84
 1680 1867 0.7
 1681 1867 0.63
 1682 1867 0.735
 1683 1867 0.595
 1713 1867 0.42
 1721 1867 0.7
 1722 1867 0.595
 1734 1867 0.56
 1735 1867 0.455
 1747 1867 0.735
 1748 1867 0.42
 1749 1867 0.28
 1799 1867 0.28
 1807 1867 0.14
 1815 1867 0.42
 1816 1867 0.315
 1537 1868 18
 1538 1868 14.625
 1539 1868 15.75
 1540 1868 14.25
 1542 1868 14.625
 1544 1868 16.5
 1545 1868 15
 1546 1868 12.375
 1547 1868 10.875
 1551 1868 11.25
 1552 1868 12.375
 1553 1868 10.875
 1560 1868 13.125
 1561 1868 14.25
 1562 1868 12.75
 1564 1868 13.125
 1566 1868 11.625
 1567 1868 12.75
 1568 1868 11.25
 1570 1868 11.625
 1572 1868 13.5
 1574 1868 11.25
 1577 1868 9
 1578 1868 7.5
 1591 1868 10.875
 1592 1868 9.375
 1596 1868 9.75
 1597 1868 10.875
 1598 1868 9.375
 1605 1868 9.375
 1606 1868 7.875
 1610 1868 8.25
 1611 1868 9.375
 1612 1868 7.875
 1619 1868 10.125
 1620 1868 11.25
 1621 1868 9.75
 1623 1868 10.125
 1632 1868 7.875
 1634 1868 7.875
 1645 1868 9.75
 1648 1868 7.5
 1649 1868 6
 1662 1868 8.25
 1665 1868 6
 1666 1868 4.5
 1679 1868 7.875
 1680 1868 6.375
 1684 1868 6.75
 1685 1868 7.875
 1686 1868 6.375
 1714 1868 4.5
 1721 1868 6.375
 1723 1868 6.375
 1734 1868 4.875
 1736 1868 4.875
 1747 1868 6.75
 1750 1868 4.5
 1751 1868 3
 1800 1868 3
 1808 1868 1.5
 1815 1868 3.375
 1817 1868 3.375
 1537 1869 63.495
 1539 1869 56.025
 1540 1869 51.045
 1541 1869 48.555
 1542 1869 52.29
 1544 1869 58.515
 1545 1869 53.535
 1549 1869 41.085
 1550 1869 36.105
 1552 1869 44.82
 1553 1869 39.84
 1554 1869 37.35
 1561 1869 51.045
 1562 1869 46.065
 1563 1869 43.575
 1564 1869 47.31
 1567 1869 46.065
 1568 1869 41.085
 1569 1869 38.595
 1570 1869 42.33
 1572 1869 48.555
 1574 1869 41.085
 1580 1869 29.88
 1581 1869 24.9
 1594 1869 36.105
 1595 1869 31.125
 1597 1869 39.84
 1598 1869 34.86
 1599 1869 32.37
 1608 1869 31.125
 1609 1869 26.145
 1611 1869 34.86
 1612 1869 29.88
 1613 1869 27.39
 1620 1869 41.085
 1621 1869 36.105
 1622 1869 33.615
 1623 1869 37.35
 1633 1869 26.145
 1634 1869 29.88
 1645 1869 36.105
 1651 1869 24.9
 1652 1869 19.92
 1662 1869 31.125
 1668 1869 19.92
 1669 1869 14.94
 1682 1869 26.145
 1683 1869 21.165
 1685 1869 29.88
 1686 1869 24.9
 1687 1869 22.41
 1715 1869 14.94
 1722 1869 21.165
 1723 1869 24.9
 1735 1869 16.185
 1736 1869 19.92
 1747 1869 26.145
 1753 1869 14.94
 1754 1869 9.96
 1801 1869 9.96
 1809 1869 4.98
 1816 1869 11.205
 1817 1869 14.94
 1537 1870 60.8825
 1538 1870 49.7
 1539 1870 53.4275
 1540 1870 48.4575
 1543 1870 48.4575
 1544 1870 55.9125
 1545 1870 50.9425
 1546 1870 42.245
 1547 1870 37.275
 1555 1870 37.275
 1556 1870 41.0025
 1557 1870 36.0325
 1560 1870 44.73
 1561 1870 48.4575
 1562 1870 43.4875
 1565 1870 43.4875
 1566 1870 39.76
 1567 1870 43.4875
 1568 1870 38.5175
 1571 1870 38.5175
 1572 1870 45.9725
 1574 1870 38.5175
 1582 1870 29.82
 1583 1870 24.85
 1591 1870 37.275
 1592 1870 32.305
 1600 1870 32.305
 1601 1870 36.0325
 1602 1870 31.0625
 1605 1870 32.305
 1606 1870 27.335
 1614 1870 27.335
 1615 1870 31.0625
 1616 1870 26.0925
 1619 1870 34.79
 1620 1870 38.5175
 1621 1870 33.5475
 1624 1870 33.5475
 1632 1870 27.335
 1637 1870 26.0925
 1645 1870 33.5475
 1653 1870 24.85
 1654 1870 19.88
 1662 1870 28.5775
 1670 1870 19.88
 1671 1870 14.91
 1679 1870 27.335
 1680 1870 22.365
 1688 1870 22.365
 1689 1870 26.0925
 1690 1870 21.1225
 1716 1870 14.91
 1721 1870 22.365
 1726 1870 21.1225
 1734 1870 17.395
 1739 1870 16.1525
 1747 1870 23.6075
 1755 1870 14.91
 1756 1870 9.94
 1802 1870 9.94
 1810 1870 4.97
 1815 1870 12.425
 1820 1870 11.1825
 1537 1871 215.02
 1539 1871 190.21
 1540 1871 173.67
 1541 1871 165.4
 1543 1871 173.67
 1544 1871 198.48
 1545 1871 181.94
 1549 1871 140.59
 1550 1871 124.05
 1556 1871 148.86
 1557 1871 132.32
 1558 1871 124.05
 1561 1871 173.67
 1562 1871 157.13
 1563 1871 148.86
 1565 1871 157.13
 1567 1871 157.13
 1568 1871 140.59
 1569 1871 132.32
 1571 1871 140.59
 1572 1871 165.4
 1574 1871 140.59
 1585 1871 99.24
 1586 1871 82.7
 1594 1871 124.05
 1595 1871 107.51
 1601 1871 132.32
 1602 1871 115.78
 1603 1871 107.51
 1608 1871 107.51
 1609 1871 90.97
 1615 1871 115.78
 1616 1871 99.24
 1617 1871 90.97
 1620 1871 140.59
 1621 1871 124.05
 1622 1871 115.78
 1624 1871 124.05
 1633 1871 90.97
 1637 1871 99.24
 1645 1871 124.05
 1656 1871 82.7
 1657 1871 66.16
 1662 1871 107.51
 1673 1871 66.16
 1674 1871 49.62
 1682 1871 90.97
 1683 1871 74.43
 1689 1871 99.24
 1690 1871 82.7
 1691 1871 74.43
 1717 1871 49.62
 1722 1871 74.43
 1726 1871 82.7
 1735 1871 57.89
 1739 1871 66.16
 1747 1871 90.97
 1758 1871 49.62
 1759 1871 33.08
 1803 1871 33.08
 1811 1871 16.54
 1816 1871 41.35
 1820 1871 49.62
 1537 1872 2191.77
 1539 1872 1923.39
 1540 1872 1744.47
 1542 1872 1789.2
 1543 1872 1744.47
 1544 1872 2012.85
 1545 1872 1833.93
 1552 1872 1520.82
 1553 1872 1341.9
 1556 1872 1476.09
 1557 1872 1297.17
 1559 1872 1341.9
 1561 1872 1744.47
 1562 1872 1565.55
 1564 1872 1610.28
 1565 1872 1565.55
 1567 1872 1565.55
 1568 1872 1386.63
 1570 1872 1431.36
 1571 1872 1386.63
 1572 1872 1655.01
 1574 1872 1386.63
 1588 1872 1073.52
 1589 1872 894.6
 1597 1872 1341.9
 1598 1872 1162.98
 1601 1872 1297.17
 1602 1872 1118.25
 1604 1872 1162.98
 1611 1872 1162.98
 1612 1872 984.06
 1615 1872 1118.25
 1616 1872 939.33
 1618 1872 984.06
 1620 1872 1386.63
 1621 1872 1207.71
 1623 1872 1252.44
 1624 1872 1207.71
 1634 1872 984.06
 1637 1872 939.33
 1645 1872 1207.71
 1659 1872 894.6
 1660 1872 715.68
 1662 1872 1028.79
 1676 1872 715.68
 1677 1872 536.76
 1685 1872 984.06
 1686 1872 805.14
 1689 1872 939.33
 1690 1872 760.41
 1692 1872 805.14
 1718 1872 536.76
 1723 1872 805.14
 1726 1872 760.41
 1736 1872 626.22
 1739 1872 581.49
 1747 1872 849.87
 1761 1872 536.76
 1762 1872 357.84
 1804 1872 357.84
 1812 1872 178.92
 1817 1872 447.3
 1820 1872 402.57
 1537 1873 102.37
 1538 1873 86.485
 1539 1873 91.78
 1541 1873 81.19
 1542 1873 86.485
 1543 1873 84.72
 1544 1873 95.31
 1545 1873 88.25
 1546 1873 75.895
 1548 1873 65.305
 1549 1873 70.6
 1551 1873 70.6
 1552 1873 75.895
 1554 1873 65.305
 1555 1873 68.835
 1556 1873 74.13
 1558 1873 63.54
 1559 1873 68.835
 1560 1873 79.425
 1561 1873 84.72
 1563 1873 74.13
 1564 1873 79.425
 1565 1873 77.66
 1566 1873 72.365
 1567 1873 77.66
 1569 1873 67.07
 1570 1873 72.365
 1571 1873 70.6
 1572 1873 81.19
 1575 1873 54.715
 1577 1873 60.01
 1579 1873 49.42
 1580 1873 54.715
 1582 1873 58.245
 1584 1873 47.655
 1585 1873 52.95
 1587 1873 52.95
 1588 1873 58.245
 1590 1873 47.655
 1591 1873 68.835
 1593 1873 58.245
 1594 1873 63.54
 1596 1873 63.54
 1597 1873 68.835
 1599 1873 58.245
 1600 1873 61.775
 1601 1873 67.07
 1603 1873 56.48
 1604 1873 61.775
 1605 1873 61.775
 1607 1873 51.185
 1608 1873 56.48
 1610 1873 56.48
 1611 1873 61.775
 1613 1873 51.185
 1614 1873 54.715
 1615 1873 60.01
 1617 1873 49.42
 1618 1873 54.715
 1619 1873 65.305
 1620 1873 70.6
 1622 1873 60.01
 1623 1873 65.305
 1624 1873 63.54
 1635 1873 38.83
 1638 1873 37.065
 1640 1873 42.36
 1642 1873 31.77
 1643 1873 37.065
 1646 1873 47.655
 1648 1873 52.95
 1650 1873 42.36
 1651 1873 47.655
 1653 1873 51.185
 1655 1873 40.595
 1656 1873 45.89
 1658 1873 45.89
 1659 1873 51.185
 1661 1873 40.595
 1663 1873 40.595
 1665 1873 45.89
 1667 1873 35.3
 1668 1873 40.595
 1670 1873 44.125
 1672 1873 33.535
 1673 1873 38.83
 1675 1873 38.83
 1676 1873 44.125
 1678 1873 33.535
 1679 1873 54.715
 1681 1873 44.125
 1682 1873 49.42
 1684 1873 49.42
 1685 1873 54.715
 1687 1873 44.125
 1688 1873 47.655
 1689 1873 52.95
 1691 1873 42.36
 1692 1873 47.655
 1719 1873 21.18
 1724 1873 31.77
 1727 1873 30.005
 1729 1873 35.3
 1731 1873 24.71
 1732 1873 30.005
 1737 1873 24.71
 1740 1873 22.945
 1742 1873 28.24
 1744 1873 17.65
 1745 1873 22.945
 1748 1873 33.535
 1750 1873 38.83
 1752 1873 28.24
 1753 1873 33.535
 1755 1873 37.065
 1757 1873 26.475
 1758 1873 31.77
 1760 1873 31.77
 1761 1873 37.065
 1763 1873 26.475
 1805 1873 14.12
 1813 1873 7.06
 1818 1873 17.65
 1821 1873 15.885
 1823 1873 21.18
 1825 1873 10.59
 1826 1873 15.885
 1537 1874 1025.64
 1538 1874 876.753
 1540 1874 860.21
 1541 1874 827.125
 1542 1874 876.753
 1543 1874 860.21
 1544 1874 959.465
 1545 1874 893.295
 1547 1874 711.327
 1548 1874 678.242
 1550 1874 661.7
 1551 1874 727.87
 1553 1874 711.327
 1554 1874 678.242
 1555 1874 711.327
 1557 1874 694.785
 1558 1874 661.7
 1559 1874 711.327
 1560 1874 810.582
 1562 1874 794.04
 1563 1874 760.955
 1564 1874 810.582
 1565 1874 794.04
 1566 1874 744.412
 1568 1874 727.87
 1569 1874 694.785
 1570 1874 744.412
 1571 1874 727.87
 1572 1874 827.125
 1576 1874 512.818
 1578 1874 562.445
 1579 1874 529.36
 1581 1874 512.818
 1583 1874 545.902
 1584 1874 512.818
 1586 1874 496.275
 1587 1874 562.445
 1589 1874 545.902
 1590 1874 512.818
 1592 1874 645.157
 1593 1874 612.073
 1595 1874 595.53
 1596 1874 661.7
 1598 1874 645.157
 1599 1874 612.073
 1600 1874 645.157
 1602 1874 628.615
 1603 1874 595.53
 1604 1874 645.157
 1606 1874 578.987
 1607 1874 545.902
 1609 1874 529.36
 1610 1874 595.53
 1612 1874 578.987
 1613 1874 545.902
 1614 1874 578.987
 1616 1874 562.445
 1617 1874 529.36
 1618 1874 578.987
 1619 1874 678.242
 1621 1874 661.7
 1622 1874 628.615
 1623 1874 678.242
 1624 1874 661.7
 1636 1874 363.935
 1639 1874 347.392
 1641 1874 397.02
 1642 1874 363.935
 1644 1874 347.392
 1647 1874 446.647
 1649 1874 496.275
 1650 1874 463.19
 1652 1874 446.647
 1654 1874 479.732
 1655 1874 446.647
 1657 1874 430.105
 1658 1874 496.275
 1660 1874 479.732
 1661 1874 446.647
 1664 1874 380.477
 1666 1874 430.105
 1667 1874 397.02
 1669 1874 380.477
 1671 1874 413.563
 1672 1874 380.477
 1674 1874 363.935
 1675 1874 430.105
 1677 1874 413.563
 1678 1874 380.477
 1680 1874 512.818
 1681 1874 479.732
 1683 1874 463.19
 1684 1874 529.36
 1686 1874 512.818
 1687 1874 479.732
 1688 1874 512.818
 1690 1874 496.275
 1691 1874 463.19
 1692 1874 512.818
 1720 1874 198.51
 1725 1874 297.765
 1728 1874 281.223
 1730 1874 330.85
 1731 1874 297.765
 1733 1874 281.223
 1738 1874 231.595
 1741 1874 215.052
 1743 1874 264.68
 1744 1874 231.595
 1746 1874 215.052
 1749 1874 314.307
 1751 1874 363.935
 1752 1874 330.85
 1754 1874 314.307
 1756 1874 347.392
 1757 1874 314.307
 1759 1874 297.765
 1760 1874 363.935
 1762 1874 347.392
 1763 1874 314.307
 1806 1874 132.34
 1814 1874 66.17
 1819 1874 165.425
 1822 1874 148.882
 1824 1874 198.51
 1825 1874 165.425
 1827 1874 148.882
 1537 1875 0.405
 1538 1875 0.3375
 1539 1875 0.36
 1540 1875 0.33
 1541 1875 0.315
 1545 1875 0.345
 1546 1875 0.2925
 1547 1875 0.2625
 1548 1875 0.2475
 1549 1875 0.27
 1550 1875 0.24
 1566 1875 0.2775
 1567 1875 0.3
 1568 1875 0.27
 1569 1875 0.255
 1573 1875 0.2925
 1574 1875 0.27
 1575 1875 0.2025
 1576 1875 0.1725
 1605 1875 0.2325
 1606 1875 0.2025
 1607 1875 0.1875
 1608 1875 0.21
 1609 1875 0.18
 1625 1875 0.225
 1626 1875 0.2475
 1627 1875 0.2175
 1628 1875 0.2025
 1632 1875 0.2025
 1633 1875 0.18
 1662 1875 0.21
 1663 1875 0.1425
 1664 1875 0.1125
 1693 1875 0.18
 1694 1875 0.15
 1695 1875 0.135
 1696 1875 0.1575
 1697 1875 0.1275
 1713 1875 0.1125
 1734 1875 0.1425
 1735 1875 0.12
 1764 1875 0.1575
 1765 1875 0.09
 1766 1875 0.06
 1807 1875 0.0525
 1828 1875 0.09
 1829 1875 0.0675
 1537 1876 4.59
 1538 1876 3.78
 1539 1876 4.05
 1540 1876 3.69
 1542 1876 3.78
 1545 1876 3.87
 1546 1876 3.24
 1547 1876 2.88
 1551 1876 2.97
 1552 1876 3.24
 1553 1876 2.88
 1566 1876 3.06
 1567 1876 3.33
 1568 1876 2.97
 1570 1876 3.06
 1573 1876 3.24
 1574 1876 2.97
 1577 1876 2.43
 1578 1876 2.07
 1605 1876 2.52
 1606 1876 2.16
 1610 1876 2.25
 1611 1876 2.52
 1612 1876 2.16
 1625 1876 2.43
 1626 1876 2.7
 1627 1876 2.34
 1629 1876 2.43
 1632 1876 2.16
 1634 1876 2.16
 1662 1876 2.25
 1665 1876 1.71
 1666 1876 1.35
 1693 1876 1.89
 1694 1876 1.53
 1698 1876 1.62
 1699 1876 1.89
 1700 1876 1.53
 1714 1876 1.35
 1734 1876 1.44
 1736 1876 1.44
 1764 1876 1.62
 1767 1876 1.08
 1768 1876 0.72
 1808 1876 0.63
 1828 1876 0.81
 1830 1876 0.81
 1537 1877 16.2
 1539 1877 14.4
 1540 1877 13.2
 1541 1877 12.6
 1542 1877 13.5
 1545 1877 13.8
 1549 1877 10.8
 1550 1877 9.6
 1552 1877 11.7
 1553 1877 10.5
 1554 1877 9.9
 1567 1877 12
 1568 1877 10.8
 1569 1877 10.2
 1570 1877 11.1
 1573 1877 11.7
 1574 1877 10.8
 1580 1877 8.1
 1581 1877 6.9
 1608 1877 8.4
 1609 1877 7.2
 1611 1877 9.3
 1612 1877 8.1
 1613 1877 7.5
 1626 1877 9.9
 1627 1877 8.7
 1628 1877 8.1
 1629 1877 9
 1633 1877 7.2
 1634 1877 8.1
 1662 1877 8.4
 1668 1877 5.7
 1669 1877 4.5
 1696 1877 6.3
 1697 1877 5.1
 1699 1877 7.2
 1700 1877 6
 1701 1877 5.4
 1715 1877 4.5
 1735 1877 4.8
 1736 1877 5.7
 1764 1877 6.3
 1770 1877 3.6
 1771 1877 2.4
 1809 1877 2.1
 1829 1877 2.7
 1830 1877 3.6
 1537 1878 15.6
 1538 1878 12.9
 1539 1878 13.8
 1540 1878 12.6
 1543 1878 12.6
 1545 1878 13.2
 1546 1878 11.1
 1547 1878 9.9
 1555 1878 9.9
 1556 1878 10.8
 1557 1878 9.6
 1566 1878 10.5
 1567 1878 11.4
 1568 1878 10.2
 1571 1878 10.2
 1573 1878 11.1
 1574 1878 10.2
 1582 1878 8.1
 1583 1878 6.9
 1605 1878 8.7
 1606 1878 7.5
 1614 1878 7.5
 1615 1878 8.4
 1616 1878 7.2
 1625 1878 8.4
 1626 1878 9.3
 1627 1878 8.1
 1630 1878 8.1
 1632 1878 7.5
 1637 1878 7.2
 1662 1878 7.8
 1670 1878 5.7
 1671 1878 4.5
 1693 1878 6.6
 1694 1878 5.4
 1702 1878 5.4
 1703 1878 6.3
 1704 1878 5.1
 1716 1878 4.5
 1734 1878 5.1
 1739 1878 4.8
 1764 1878 5.7
 1772 1878 3.6
 1773 1878 2.4
 1810 1878 2.1
 1828 1878 3
 1833 1878 2.7
 1537 1879 54.8625
 1539 1879 48.8775
 1540 1879 44.8875
 1541 1879 42.8925
 1543 1879 44.8875
 1545 1879 46.8825
 1549 1879 36.9075
 1550 1879 32.9175
 1556 1879 38.9025
 1557 1879 34.9125
 1558 1879 32.9175
 1567 1879 40.8975
 1568 1879 36.9075
 1569 1879 34.9125
 1571 1879 36.9075
 1573 1879 39.9
 1574 1879 36.9075
 1585 1879 26.9325
 1586 1879 22.9425
 1608 1879 28.9275
 1609 1879 24.9375
 1615 1879 30.9225
 1616 1879 26.9325
 1617 1879 24.9375
 1626 1879 33.915
 1627 1879 29.925
 1628 1879 27.93
 1630 1879 29.925
 1633 1879 24.9375
 1637 1879 26.9325
 1662 1879 28.9275
 1673 1879 18.9525
 1674 1879 14.9625
 1696 1879 21.945
 1697 1879 17.955
 1703 1879 23.94
 1704 1879 19.95
 1705 1879 17.955
 1717 1879 14.9625
 1735 1879 16.9575
 1739 1879 18.9525
 1764 1879 21.945
 1775 1879 11.97
 1776 1879 7.98
 1811 1879 6.9825
 1829 1879 9.975
 1833 1879 11.97
 1537 1880 560.69
 1539 1880 495.995
 1540 1880 452.865
 1542 1880 463.648
 1543 1880 452.865
 1545 1880 474.43
 1552 1880 398.953
 1553 1880 355.823
 1556 1880 388.17
 1557 1880 345.04
 1559 1880 355.823
 1567 1880 409.735
 1568 1880 366.605
 1570 1880 377.388
 1571 1880 366.605
 1573 1880 398.953
 1574 1880 366.605
 1588 1880 291.128
 1589 1880 247.998
 1611 1880 312.693
 1612 1880 269.563
 1615 1880 301.91
 1616 1880 258.78
 1618 1880 269.563
 1626 1880 334.258
 1627 1880 291.128
 1629 1880 301.91
 1630 1880 291.128
 1634 1880 269.563
 1637 1880 258.78
 1662 1880 280.345
 1676 1880 204.868
 1677 1880 161.738
 1699 1880 237.215
 1700 1880 194.085
 1703 1880 226.433
 1704 1880 183.303
 1706 1880 194.085
 1718 1880 161.738
 1736 1880 183.303
 1739 1880 172.52
 1764 1880 204.868
 1778 1880 129.39
 1779 1880 86.26
 1812 1880 75.4775
 1830 1880 107.825
 1833 1880 97.0425
 1537 1881 25.925
 1538 1881 22.1
 1539 1881 23.375
 1541 1881 20.825
 1542 1881 22.1
 1543 1881 21.675
 1545 1881 22.525
 1546 1881 19.55
 1548 1881 17
 1549 1881 18.275
 1551 1881 18.275
 1552 1881 19.55
 1554 1881 17
 1555 1881 17.85
 1556 1881 19.125
 1558 1881 16.575
 1559 1881 17.85
 1566 1881 18.7
 1567 1881 19.975
 1569 1881 17.425
 1570 1881 18.7
 1571 1881 18.275
 1573 1881 19.55
 1575 1881 14.45
 1577 1881 15.725
 1579 1881 13.175
 1580 1881 14.45
 1582 1881 15.3
 1584 1881 12.75
 1585 1881 14.025
 1587 1881 14.025
 1588 1881 15.3
 1590 1881 12.75
 1605 1881 16.15
 1607 1881 13.6
 1608 1881 14.875
 1610 1881 14.875
 1611 1881 16.15
 1613 1881 13.6
 1614 1881 14.45
 1615 1881 15.725
 1617 1881 13.175
 1618 1881 14.45
 1625 1881 15.725
 1626 1881 17
 1628 1881 14.45
